date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:46:15	7901/7901	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:16:13%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/demo-store-logo-1615437687_large.png?v=1624864997	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/demo-store-logo-1615437687_largef01c.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:18	311610/311610	---MCZ	200	added ('OK')	text/html	etag:cacheable:b8e3d0528a1cf043a61dba6f5b427c05	https://organic-ishi.myshopify.com/collections/organic-products	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/organic-products.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:21	312131/312131	---MCZ	200	added ('OK')	text/html	etag:cacheable:fb04924d6ec2ba28f5fc7d8ba9560b5f	https://organic-ishi.myshopify.com/collections/fruits	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/fruits.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:25	317503/317503	---MCZ	200	added ('OK')	text/html	etag:cacheable:846b0fda9b0aa9040a5fd11cf98f01b5	https://organic-ishi.myshopify.com/collections/organic	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/organic.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:26	315483/315483	---MCZ	200	added ('OK')	text/html	etag:cacheable:08c5b2d4fc6182ddffd05aa58b9c7565	https://organic-ishi.myshopify.com/collections/vegetables	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/vegetables.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:29	302415/302415	---MCZ	200	added ('OK')	text/html	etag:cacheable:d4c5e9c89be9c1a185ab603fc64e6a77	https://organic-ishi.myshopify.com/collections/special-oraganics	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/special-oraganics.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:30	197797/197797	---MCZ	200	added ('OK')	text/html	etag:cacheable:80ba17a7126d6a61727a265d240801e0	https://organic-ishi.myshopify.com/products/mauris-bibendum	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/mauris-bibendum.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:34	318691/318691	---MCZ	200	added ('OK')	text/html	etag:cacheable:9bc41b9b9742658a8ea9ca51503a8784	https://organic-ishi.myshopify.com/collections/new-organics	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/new-organics.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:47	96389/96389	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:16:30%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/Menu-banner-2_4704a0d4-e595-4906-bd77-5b26263e749f.png?v=1560229239	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/Menu-banner-2_4704a0d4-e595-4906-bd77-5b26263e749f6bc3.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:50	181128/181128	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:e3edc5627db466f24a5381e135234b5b	https://organic-ishi.myshopify.com/collections/men	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections/men.23.delayed	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:51	139952/139952	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:16:27%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/1_533x.png?v=1559981746	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/1_533x91f9.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:46:56	211140/211140	---MCZ	200	added ('OK')	text/html	etag:cacheable:c00dbe37105f6d934e0c5db526275007	https://organic-ishi.myshopify.com/products/fusce-fermentum	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/fusce-fermentum.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:00	152298/152298	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:16:34%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/menu-banner-3_70cd5663-1108-4e89-aea5-14326df32185.png?v=1560229242	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/menu-banner-3_70cd5663-1108-4e89-aea5-14326df32185436c.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:00	131496/131496	---MCZ	200	added ('OK')	text/html	etag:cacheable:84cf4b23c289a512c888c1eb86637d83	https://organic-ishi.myshopify.com/collections	C:/home%20page/home%20page/organic-ishi.myshopify.com/collections.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:04	126375/126375	---MCZ	200	added ('OK')	text/html	etag:cacheable:0901dbfca6ddd8735c90b08b305182c8	https://organic-ishi.myshopify.com/pages/contact	C:/home%20page/home%20page/organic-ishi.myshopify.com/pages/contact.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:09	133881/133881	---MCZ	200	added ('OK')	text/html	etag:cacheable:9a0c703a3697af82551fc181f02a5514	https://organic-ishi.myshopify.com/blogs/organic	C:/home%20page/home%20page/organic-ishi.myshopify.com/blogs/organic.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:09	55024/55024	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:00%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/Menu-banner_8cae264b-a72a-4fbf-ad59-026b4f888141.png?v=1560229236	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/Menu-banner_8cae264b-a72a-4fbf-ad59-026b4f888141d0e1.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:12	181046/181046	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:c754b8f1878e3fa77c7c78265b568633	https://organic-ishi.myshopify.com/abcd	C:/home%20page/home%20page/organic-ishi.myshopify.com/abcd	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:14	133752/133752	---MCZ	200	added ('OK')	text/html	etag:cacheable:7b276fe7e8eae7f6a8e0df0ed987975f	https://organic-ishi.myshopify.com/pages/faqs	C:/home%20page/home%20page/organic-ishi.myshopify.com/pages/faqs.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:15	150146/150146	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:16:51%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/2_19e65f58-6fab-4b73-a7a4-bf41a432b102_533x.png?v=1559982589	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/2_19e65f58-6fab-4b73-a7a4-bf41a432b102_533x2ab0.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:18	215733/215733	---MCZ	200	added ('OK')	text/html	etag:cacheable:54132d66a0c2ec802a394c231e723646	https://organic-ishi.myshopify.com/products/american-orange	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/american-orange.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:19	126480/126480	---MCZ	200	added ('OK')	text/html	etag:cacheable:be54e17fef85c6d7c25d32e2c7e0374b	https://organic-ishi.myshopify.com/pages/about-us	C:/home%20page/home%20page/organic-ishi.myshopify.com/pages/about-us.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
